7:58:31 pm,12.00,10/26/23
7:59:31 pm,9.62,10/26/23
8:00:31 pm,12.25,10/26/237:58:35 pm,12.45,10/26/23
7:59:35 pm,11.43,10/26/23
8:00:35 pm,10.17,10/26/237:58:32 pm,10.21,10/26/23
7:59:33 pm,9.88,10/26/23
8:00:33 pm,10.91,10/26/237:58:33 pm,12.16,10/26/23
7:59:33 pm,11.36,10/26/23
8:00:33 pm,10.69,10/26/237:58:34 pm,9.32,10/26/23
7:59:34 pm,10.44,10/26/23
8:00:34 pm,12.82,10/26/237:58:32 pm,11.50,10/26/23
7:59:32 pm,10.99,10/26/23
8:00:32 pm,10.13,10/26/237:58:31 pm,12.00,10/26/23
7:59:31 pm,9.62,10/26/23
8:00:31 pm,12.25,10/26/237:58:32 pm,10.21,10/26/23
7:59:33 pm,9.88,10/26/23
8:00:33 pm,10.91,10/26/237:58:35 pm,12.45,10/26/23
7:59:35 pm,11.43,10/26/23
8:00:35 pm,10.17,10/26/237:58:32 pm,11.50,10/26/23
7:59:32 pm,10.99,10/26/23
8:00:32 pm,10.13,10/26/237:58:33 pm,12.16,10/26/23
7:59:33 pm,11.36,10/26/23
8:00:33 pm,10.69,10/26/237:58:34 pm,9.32,10/26/23
7:59:34 pm,10.44,10/26/23
8:00:34 pm,12.82,10/26/237:58:31 pm,12.00,10/26/23
7:59:31 pm,9.62,10/26/23
8:00:31 pm,12.25,10/26/237:58:32 pm,10.21,10/26/23
7:59:33 pm,9.88,10/26/23
8:00:33 pm,10.91,10/26/237:58:32 pm,11.50,10/26/23
7:59:32 pm,10.99,10/26/23
8:00:32 pm,10.13,10/26/237:58:33 pm,12.16,10/26/23
7:59:33 pm,11.36,10/26/23
8:00:33 pm,10.69,10/26/237:58:34 pm,9.32,10/26/23
7:59:34 pm,10.44,10/26/23
8:00:34 pm,12.82,10/26/237:58:35 pm,12.45,10/26/23
7:59:35 pm,11.43,10/26/23
8:00:35 pm,10.17,10/26/237:58:31 pm,12.00,10/26/23
7:59:31 pm,9.62,10/26/23
8:00:31 pm,12.25,10/26/237:58:33 pm,12.16,10/26/23
7:59:33 pm,11.36,10/26/23
8:00:33 pm,10.69,10/26/237:58:32 pm,11.50,10/26/23
7:59:32 pm,10.99,10/26/23
8:00:32 pm,10.13,10/26/237:58:32 pm,10.21,10/26/23
7:59:33 pm,9.88,10/26/23
8:00:33 pm,10.91,10/26/237:58:34 pm,9.32,10/26/23
7:59:34 pm,10.44,10/26/23
8:00:34 pm,12.82,10/26/237:58:35 pm,12.45,10/26/23
7:59:35 pm,11.43,10/26/23
8:00:35 pm,10.17,10/26/237:58:32 pm,11.50,10/26/23
7:59:32 pm,10.99,10/26/23
8:00:32 pm,10.13,10/26/237:58:32 pm,10.21,10/26/23
7:59:33 pm,9.88,10/26/23
8:00:33 pm,10.91,10/26/237:58:33 pm,12.16,10/26/23
7:59:33 pm,11.36,10/26/23
8:00:33 pm,10.69,10/26/237:58:34 pm,9.32,10/26/23
7:59:34 pm,10.44,10/26/23
8:00:34 pm,12.82,10/26/238:02:16 pm,10.09,10/26/238:04:56 pm,11.13,10/26/238:05:11 pm,11.10,10/26/238:05:21 pm,10.78,10/26/238:05:27 pm,12.73,10/26/238:05:48 pm,12.87,10/26/238:06:19 pm,12.99,10/26/23
8:07:20 pm,9.15,10/26/238:11:58 pm,11.77,10/26/23
8:12:59 pm,11.64,10/26/23
8:13:59 pm,11.69,10/26/238:19:37 pm,12.30,10/26/23
8:20:37 pm,9.56,10/26/238:38:27 pm,12.90,10/26/238:38:38 pm,9.03,10/26/23
8:39:39 pm,12.19,10/26/238:38:38 pm,10.60,10/26/23
8:39:39 pm,11.24,10/26/238:38:38 pm,10.60,10/26/23
8:39:39 pm,11.24,10/26/238:39:52 pm,12.76,10/26/238:39:53 pm,10.88,10/26/238:39:52 pm,12.76,10/26/238:39:53 pm,10.88,10/26/238:40:29 pm,12.48,10/26/238:40:30 pm,9.25,10/26/238:40:29 pm,12.48,10/26/238:40:30 pm,9.25,10/26/238:48:32 pm,9.80,10/26/238:48:32 pm,12.09,10/26/238:48:32 pm,12.09,10/26/238:48:32 pm,9.80,10/26/238:48:51 pm,9.69,10/26/238:48:52 pm,12.15,10/26/238:48:52 pm,10.03,10/26/238:49:32 pm,10.58,10/26/238:49:31 pm,12.95,10/26/238:49:32 pm,12.95,10/26/238:49:31 pm,12.95,10/26/238:49:32 pm,12.95,10/26/238:49:32 pm,10.58,10/26/238:50:02 pm,10.27,10/26/238:50:02 pm,10.27,10/26/238:50:25 pm,9.64,10/26/238:50:25 pm,9.64,10/26/238:50:25 pm,9.64,10/26/238:50:34 pm,12.96,10/26/238:50:34 pm,12.96,10/26/238:52:21 pm,10.37,10/26/238:52:22 pm,10.49,10/26/238:52:22 pm,10.10,10/26/238:52:21 pm,10.37,10/26/238:52:22 pm,10.10,10/26/238:52:22 pm,10.49,10/26/238:52:22 pm,10.10,10/26/238:52:22 pm,10.49,10/26/238:56:15 pm,9.32,10/26/238:56:14 pm,11.12,10/26/238:56:14 pm,11.12,10/26/238:56:15 pm,9.32,10/26/238:56:15 pm,9.58,10/26/238:56:14 pm,11.12,10/26/238:56:15 pm,9.32,10/26/238:56:15 pm,9.58,10/26/238:56:14 pm,11.12,10/26/238:56:15 pm,9.32,10/26/238:56:15 pm,9.58,10/26/238:59:18 pm,12.00,10/26/238:59:15 pm,10.59,10/26/238:59:15 pm,10.15,10/26/238:59:17 pm,12.40,10/26/238:59:18 pm,11.54,10/26/238:59:18 pm,11.60,10/26/238:59:19 pm,11.85,10/26/238:59:19 pm,11.86,10/26/238:59:19 pm,9.76,10/26/238:59:15 pm,10.59,10/26/238:59:15 pm,10.15,10/26/238:59:56 pm,11.23,10/26/23
9:00:56 pm,12.83,10/26/239:01:18 pm,11.51,10/26/23
9:02:18 pm,11.61,10/26/23
9:03:18 pm,12.15,10/26/23
9:04:18 pm,12.01,10/26/23
9:05:18 pm,9.87,10/26/23
9:06:18 pm,12.50,10/26/23
9:07:18 pm,9.23,10/26/23
9:08:18 pm,12.40,10/26/23
9:09:18 pm,10.06,10/26/23
9:10:18 pm,9.81,10/26/239:01:18 pm,11.51,10/26/23
9:02:18 pm,11.61,10/26/23
9:03:18 pm,12.15,10/26/23
9:04:18 pm,12.01,10/26/23
9:05:18 pm,9.87,10/26/23
9:06:18 pm,12.50,10/26/23
9:07:18 pm,9.23,10/26/23
9:08:18 pm,12.40,10/26/23
9:09:18 pm,10.06,10/26/23
9:10:18 pm,9.81,10/26/239:01:18 pm,11.51,10/26/23
9:02:18 pm,11.61,10/26/23
9:03:18 pm,12.15,10/26/23
9:04:18 pm,12.01,10/26/23
9:05:18 pm,9.87,10/26/23
9:06:18 pm,12.50,10/26/23
9:07:18 pm,9.23,10/26/23
9:08:18 pm,12.40,10/26/23
9:09:18 pm,10.06,10/26/23
9:10:18 pm,9.81,10/26/239:01:18 pm,11.18,10/26/23
9:02:18 pm,9.70,10/26/23
9:03:18 pm,11.38,10/26/23
9:04:18 pm,10.71,10/26/23
9:05:18 pm,12.42,10/26/23
9:06:18 pm,9.61,10/26/23
9:07:18 pm,11.43,10/26/23
9:08:18 pm,12.32,10/26/23
9:09:18 pm,11.16,10/26/23
9:10:18 pm,12.24,10/26/239:01:18 pm,11.18,10/26/23
9:02:18 pm,9.70,10/26/23
9:03:18 pm,11.38,10/26/23
9:04:18 pm,10.71,10/26/23
9:05:18 pm,12.42,10/26/23
9:06:18 pm,9.61,10/26/23
9:07:18 pm,11.43,10/26/23
9:08:18 pm,12.32,10/26/23
9:09:18 pm,11.16,10/26/23
9:10:18 pm,12.24,10/26/239:01:18 pm,11.18,10/26/23
9:02:18 pm,9.70,10/26/23
9:03:18 pm,11.38,10/26/23
9:04:18 pm,10.71,10/26/23
9:05:18 pm,12.42,10/26/23
9:06:18 pm,9.61,10/26/23
9:07:18 pm,11.43,10/26/23
9:08:18 pm,12.32,10/26/23
9:09:18 pm,11.16,10/26/23
9:10:18 pm,12.24,10/26/239:01:18 pm,11.18,10/26/23
9:02:18 pm,9.70,10/26/23
9:03:18 pm,11.38,10/26/23
9:04:18 pm,10.71,10/26/23
9:05:18 pm,12.42,10/26/23
9:06:18 pm,9.61,10/26/23
9:07:18 pm,11.43,10/26/23
9:08:18 pm,12.32,10/26/23
9:09:18 pm,11.16,10/26/23
9:10:18 pm,12.24,10/26/23
9:11:20 pm,12.82,10/26/239:11:14 pm,11.72,10/26/239:11:16 pm,11.09,10/26/239:11:17 pm,9.31,10/26/239:11:18 pm,12.95,10/26/239:11:17 pm,12.10,10/26/239:11:19 pm,9.07,10/26/239:11:19 pm,12.80,10/26/239:11:24 pm,12.74,10/26/23
9:12:24 pm,12.56,10/26/23
9:13:24 pm,10.25,10/26/23
9:14:24 pm,12.42,10/26/239:11:24 pm,10.60,10/26/23
9:12:24 pm,11.25,10/26/23
9:13:24 pm,10.58,10/26/23
9:14:24 pm,11.39,10/26/239:11:24 pm,9.62,10/26/23
9:12:24 pm,12.05,10/26/23
9:13:24 pm,9.51,10/26/23
9:14:24 pm,9.80,10/26/239:11:24 pm,11.75,10/26/23
9:12:24 pm,10.58,10/26/23
9:13:24 pm,11.20,10/26/23
9:14:24 pm,9.25,10/26/239:11:21 pm,9.52,10/26/23
9:12:21 pm,10.73,10/26/23
9:13:21 pm,11.70,10/26/23
9:14:21 pm,10.75,10/26/239:11:21 pm,10.57,10/26/23
9:12:21 pm,10.03,10/26/23
9:13:21 pm,9.09,10/26/23
9:14:21 pm,10.67,10/26/239:11:21 pm,10.37,10/26/23
9:12:21 pm,10.90,10/26/23
9:13:21 pm,11.09,10/26/23
9:14:21 pm,11.06,10/26/239:11:21 pm,11.76,10/26/23
9:12:21 pm,12.88,10/26/23
9:13:21 pm,10.36,10/26/23
9:14:21 pm,12.70,10/26/239:24:59 pm,9.25,10/26/23
9:25:59 pm,11.79,10/26/239:24:57 pm,10.91,10/26/23
9:25:57 pm,10.43,10/26/239:24:59 pm,10.17,10/26/23
9:25:59 pm,12.58,10/26/239:24:56 pm,12.25,10/26/23
9:25:56 pm,9.32,10/26/239:24:57 pm,12.75,10/26/23
9:25:57 pm,12.82,10/26/239:24:57 pm,10.55,10/26/23
9:25:57 pm,9.23,10/26/239:24:58 pm,11.02,10/26/23
9:25:58 pm,10.13,10/26/239:42:29 pm,10.29,10/26/23
9:43:30 pm,11.50,10/26/23
10:10:14 pm,9.46,10/26/239:42:29 pm,10.29,10/26/23
9:43:30 pm,11.50,10/26/23
10:10:14 pm,9.46,10/26/239:42:29 pm,10.29,10/26/23
9:43:30 pm,11.50,10/26/23
10:10:14 pm,9.46,10/26/2310:12:36 pm,12.81,10/26/2310:17:04 pm,10.66,10/26/2310:17:54 pm,12.36,10/26/2310:26:32 pm,12.92,10/26/2310:26:35 pm,9.61,10/26/23
10:27:35 pm,11.91,10/26/23
10:28:36 pm,11.80,10/26/2310:29:22 pm,9.90,10/26/23
10:30:23 pm,12.49,10/26/2310:47:08 pm,9.93,10/26/2310:56:17 pm,10.47,10/26/2310:56:18 pm,10.07,10/26/2310:56:18 pm,12.22,10/26/2310:56:17 pm,10.57,10/26/2310:56:17 pm,12.34,10/26/2310:56:17 pm,12.62,10/26/2310:56:17 pm,10.74,10/26/2310:56:16 pm,9.57,10/26/2310:56:16 pm,12.36,10/26/2310:56:17 pm,9.31,10/26/2310:56:17 pm,11.06,10/26/2310:56:17 pm,11.68,10/26/2310:56:16 pm,12.36,10/26/2310:56:17 pm,12.62,10/26/2310:56:17 pm,12.34,10/26/2310:56:17 pm,10.47,10/26/2310:56:16 pm,9.57,10/26/2310:56:17 pm,10.74,10/26/2310:56:17 pm,11.06,10/26/2310:56:17 pm,10.57,10/26/2310:56:17 pm,9.31,10/26/2310:56:18 pm,10.07,10/26/2310:56:18 pm,12.22,10/26/2310:56:17 pm,11.68,10/26/2310:56:16 pm,12.36,10/26/2310:56:17 pm,12.62,10/26/2310:56:17 pm,12.34,10/26/2310:56:17 pm,10.47,10/26/2310:56:16 pm,9.57,10/26/2310:56:17 pm,10.74,10/26/2310:56:17 pm,11.06,10/26/2310:56:17 pm,10.57,10/26/2310:56:18 pm,10.07,10/26/2310:56:18 pm,12.22,10/26/2310:56:17 pm,11.68,10/26/2310:56:17 pm,9.31,10/26/2310:56:16 pm,12.36,10/26/2310:56:17 pm,12.62,10/26/2310:56:17 pm,12.34,10/26/2310:56:17 pm,10.47,10/26/2310:56:16 pm,9.57,10/26/2310:56:17 pm,10.74,10/26/2310:56:17 pm,11.06,10/26/2310:56:18 pm,12.22,10/26/2310:56:17 pm,10.57,10/26/2310:56:18 pm,10.07,10/26/2310:56:17 pm,9.31,10/26/2310:56:17 pm,11.68,10/26/23
